filename,state,condition,truth,prediction,plate_confidence,decision,segmentation_ok,plate_correct,char_total,char_correct
florida_0000_clean.png,florida,clean,AXI332,B32,0.7458693385124207,MANUAL-ENTRY,False,False,0,0
florida_0001_light_blur.png,florida,light_blur,XKB097,xKBOg7,0.460874080657959,MANUAL-ENTRY,True,False,6,3
florida_0002_low_contrast.png,florida,low_contrast,FXP7I3,FxR713,0.5926358103752136,MANUAL-ENTRY,True,False,6,3
florida_0003_rotated.png,florida,rotated,OOJ9N4,00wN4,0.2899714708328247,MANUAL-ENTRY,False,False,0,0
florida_0004_clean.png,florida,clean,SJU6W4,SJUP4,0.2072756141424179,MANUAL-ENTRY,False,False,0,0
florida_0005_light_blur.png,florida,light_blur,LDS8G2,LDS8G2,0.9181805849075317,HUMAN-REVIEW,True,True,6,6
florida_0006_low_contrast.png,florida,low_contrast,YTE9M2,YTM2,0.42741018533706665,MANUAL-ENTRY,False,False,0,0
florida_0007_rotated.png,florida,rotated,WCR8J4,wCR8J4,0.5522685647010803,MANUAL-ENTRY,True,False,6,5
florida_0008_clean.png,florida,clean,GHI8J3,GHBJ3,0.5750634074211121,MANUAL-ENTRY,False,False,0,0
florida_0009_light_blur.png,florida,light_blur,EQJ395,EQJ3g5,0.5395353436470032,MANUAL-ENTRY,True,False,6,5
florida_0010_low_contrast.png,florida,low_contrast,ZHW1C4,ZH1C4,0.529008686542511,MANUAL-ENTRY,False,False,0,0
florida_0011_rotated.png,florida,rotated,GMR876,GMR87S,0.41726142168045044,MANUAL-ENTRY,True,False,6,5
florida_0012_clean.png,florida,clean,ZER569,ZEeSg,0.2556666135787964,MANUAL-ENTRY,False,False,0,0
florida_0013_light_blur.png,florida,light_blur,PRZ7L9,P7Lg,0.5159845948219299,MANUAL-ENTRY,False,False,0,0
florida_0014_low_contrast.png,florida,low_contrast,KXZ1C6,z1CS,0.378318727016449,MANUAL-ENTRY,False,False,0,0
florida_0015_rotated.png,florida,rotated,NPM0B8,NP0B8,0.5064393877983093,MANUAL-ENTRY,False,False,0,0
florida_0016_clean.png,florida,clean,RQL1B2,RQ1B2,0.799502432346344,MANUAL-ENTRY,False,False,0,0
florida_0017_light_blur.png,florida,light_blur,VDR0U9,VDUg,0.5458996891975403,MANUAL-ENTRY,False,False,0,0
florida_0018_low_contrast.png,florida,low_contrast,QQV629,QQYS2g,0.35327690839767456,MANUAL-ENTRY,True,False,6,3
florida_0019_rotated.png,florida,rotated,LTI2R4,LT1R4,0.6633990406990051,MANUAL-ENTRY,False,False,0,0
florida_0020_clean.png,florida,clean,MVJ5F0,MVF0,0.5514339208602905,MANUAL-ENTRY,False,False,0,0
florida_0021_light_blur.png,florida,light_blur,KQW320,KQw32O,0.46104273200035095,MANUAL-ENTRY,True,False,6,4
florida_0022_low_contrast.png,florida,low_contrast,XBR6Q0,xBMQ0,0.39776936173439026,MANUAL-ENTRY,False,False,0,0
florida_0023_rotated.png,florida,rotated,QAZ7Q2,7Q2,0.31915175914764404,MANUAL-ENTRY,False,False,0,0
florida_0024_clean.png,florida,clean,BSP519,BSR51g,0.575018048286438,MANUAL-ENTRY,True,False,6,4
california_0000_clean.png,california,clean,5PCU732,5PCU732,0.5466368198394775,MANUAL-ENTRY,True,True,7,7
california_0001_light_blur.png,california,light_blur,UOW0165,U0O1S5,0.42749595642089844,MANUAL-ENTRY,False,False,0,0
california_0002_low_contrast.png,california,low_contrast,NFP3014,NFP3014,0.5443371534347534,MANUAL-ENTRY,True,True,7,7
california_0003_rotated.png,california,rotated,4VPP848,4VPP848,0.5727760195732117,MANUAL-ENTRY,True,True,7,7
california_0004_clean.png,california,clean,0WZV348,0ZV348,0.5528848171234131,MANUAL-ENTRY,False,False,0,0
california_0005_light_blur.png,california,light_blur,TVA5097,A5Og7,0.46280142664909363,MANUAL-ENTRY,False,False,0,0
california_0006_low_contrast.png,california,low_contrast,9HDR374,gHDR374,0.5574363470077515,MANUAL-ENTRY,True,False,7,6
california_0007_rotated.png,california,rotated,EXK1996,ExK1ggO,0.3012010157108307,MANUAL-ENTRY,True,False,7,3
california_0008_clean.png,california,clean,0INR750,01NR750,0.5539724230766296,MANUAL-ENTRY,True,False,7,6
california_0009_light_blur.png,california,light_blur,3GOH634,3G0H634,0.2955012023448944,MANUAL-ENTRY,True,False,7,6
california_0010_low_contrast.png,california,low_contrast,FFA9124,FFAg124,0.5621283650398254,MANUAL-ENTRY,True,False,7,6
california_0011_rotated.png,california,rotated,UWV0249,U024g,0.5221527814865112,MANUAL-ENTRY,False,False,0,0
california_0012_clean.png,california,clean,4WSP374,4SP374,0.8600888848304749,HUMAN-REVIEW,False,False,0,0
california_0013_light_blur.png,california,light_blur,PSE4082,PSE4O82,0.4592864513397217,MANUAL-ENTRY,True,False,7,6
