filename,state,condition,truth,prediction,plate_confidence,decision,segmentation_ok,plate_correct,char_total,char_correct
florida_0000_clean.png,florida,clean,AXI332,B32,0.9169338941574097,HUMAN-REVIEW,False,False,0,0
florida_0001_light_blur.png,florida,light_blur,XKB097,XKBO97,0.5624611377716064,MANUAL-ENTRY,True,False,6,5
florida_0002_low_contrast.png,florida,low_contrast,FXP7I3,FXR713,0.8156060576438904,HUMAN-REVIEW,True,False,6,4
florida_0003_rotated.png,florida,rotated,OOJ9N4,OOAN4,0.5398845672607422,MANUAL-ENTRY,False,False,0,0
florida_0004_clean.png,florida,clean,SJU6W4,SJUB4,0.2764565050601959,MANUAL-ENTRY,False,False,0,0
florida_0005_light_blur.png,florida,light_blur,LDS8G2,LDS8G2,0.9866503477096558,AUTO-ACCEPT,True,True,6,6
florida_0006_low_contrast.png,florida,low_contrast,YTE9M2,YTM2,0.9945354461669922,AUTO-ACCEPT,False,False,0,0
florida_0007_rotated.png,florida,rotated,WCR8J4,WCR8J4,0.8142462372779846,HUMAN-REVIEW,True,True,6,6
florida_0008_clean.png,florida,clean,GHI8J3,GHBJ3,0.983669102191925,AUTO-ACCEPT,False,False,0,0
florida_0009_light_blur.png,florida,light_blur,EQJ395,EQJ395,0.9804062843322754,AUTO-ACCEPT,True,True,6,6
florida_0010_low_contrast.png,florida,low_contrast,ZHW1C4,ZH1C4,0.7454236745834351,MANUAL-ENTRY,False,False,0,0
florida_0011_rotated.png,florida,rotated,GMR876,GMR876,0.8493815660476685,HUMAN-REVIEW,True,True,6,6
florida_0012_clean.png,florida,clean,ZER569,ZER69,0.7591959238052368,MANUAL-ENTRY,False,False,0,0
florida_0013_light_blur.png,florida,light_blur,PRZ7L9,P7L9,0.9832261204719543,AUTO-ACCEPT,False,False,0,0
florida_0014_low_contrast.png,florida,low_contrast,KXZ1C6,Z1C6,0.7267473936080933,MANUAL-ENTRY,False,False,0,0
florida_0015_rotated.png,florida,rotated,NPM0B8,NPMOB8,0.5425622463226318,MANUAL-ENTRY,True,False,6,5
florida_0016_clean.png,florida,clean,RQL1B2,RQ1B2,0.7647524476051331,MANUAL-ENTRY,False,False,0,0
florida_0017_light_blur.png,florida,light_blur,VDR0U9,VDU9,0.9841221570968628,AUTO-ACCEPT,False,False,0,0
florida_0018_low_contrast.png,florida,low_contrast,QQV629,QQV629,0.7836048007011414,MANUAL-ENTRY,True,True,6,6
florida_0019_rotated.png,florida,rotated,LTI2R4,LT1R4,0.7331796288490295,MANUAL-ENTRY,False,False,0,0
florida_0020_clean.png,florida,clean,MVJ5F0,MVF0,0.5350945591926575,MANUAL-ENTRY,False,False,0,0
florida_0021_light_blur.png,florida,light_blur,KQW320,KQW32O,0.5595905780792236,MANUAL-ENTRY,True,False,6,5
florida_0022_low_contrast.png,florida,low_contrast,XBR6Q0,XBRQ0,0.5379838943481445,MANUAL-ENTRY,False,False,0,0
florida_0023_rotated.png,florida,rotated,QAZ7Q2,7Q2,0.9798153638839722,AUTO-ACCEPT,False,False,0,0
florida_0024_clean.png,florida,clean,BSP519,BSR519,0.7118231058120728,MANUAL-ENTRY,True,False,6,5
california_0000_clean.png,california,clean,5PCU732,5PCU732,0.9870893359184265,AUTO-ACCEPT,True,True,7,7
california_0001_light_blur.png,california,light_blur,UOW0165,U0O165,0.5421029925346375,MANUAL-ENTRY,False,False,0,0
california_0002_low_contrast.png,california,low_contrast,NFP3014,NFP3014,0.5361137986183167,MANUAL-ENTRY,True,True,7,7
california_0003_rotated.png,california,rotated,4VPP848,4VPP848,0.9591234922409058,AUTO-ACCEPT,True,True,7,7
california_0004_clean.png,california,clean,0WZV348,0ZV348,0.5458955764770508,MANUAL-ENTRY,False,False,0,0
california_0005_light_blur.png,california,light_blur,TVA5097,A5O97,0.5608202815055847,MANUAL-ENTRY,False,False,0,0
